Abk,Name
MUX.MU,Mutares SE & Co. KGaA
MVIN.MU,Microvision Inc
MWB.MU,MWB Wertpapierhandelsbank AG
MYD.MU,Myriad Genetics Inc
NBH.MU,Hoftex Group AG
NCZ.MU,Nippon Chemi-Con Corporation
NEM.MU,Nemetschek SE
NEN.MU,Renesas Electronics Corp
NESR.MU,Nestle SA
NFG.MU,National Fuel Gas Co
NGLD.MU,Anglo American PLC
NIB.MU,Nidec Corp
NIO.MU,Nordic Iron Ore AB
NIU.MU,BIPROGY Inc.
NKE.MU,Nike Inc
NKX.MU,PT Bank CIMB Niaga Tbk
NMI.MU,Aladdin Healthcare Technologies SE
NMM.MU,Newmont Corp
NOVA.MU,Novo Nordisk A/S
NOVC.MU,Novo Nordisk A/S
NPX.MU,Nippon Sanso Holdings Corp
NRC.MU,Neuronetics Inc
NSC.MU,Nissan Chemical Corp
NTG.MU,Nabaltec AG
NTR.MU,Spectrum Pharmaceuticals Inc
NUO.MU,Nucor Corp
NUS.MU,Nu Skin Enterprises Inc
NUVA.MU,Noratis AG
NVAC.MU,Banpu PCL
NVAX.MU,Hana Microelectronics PCL
NVQ.MU,Novabase SGPS
NWL.MU,Newell Brands Inc
NXC.MU,Nixu Oyj
NXEN.MU,Seelos Therapeutics Inc
NXU.MU,Nexus AG
NYT.MU,New York Times Co
NYVA.MU,AP (Thailand) Public Company Limited
OAIA.MU,PT Ramayana Lestari Sentosa Tbk
OBK.MU,Oberbank AG
OCI.MU,ACS Actividades de Construccion y Servicios SA
OCN.MU,Omnicom Group Inc
OEW.MU,Verbund AG
OIA.MU,"AOI Electronics Co., Ltd."
OII.MU,Oceaneering International Inc
OLD.MU,Cracker Barrel Old Country Store Inc
OLN.MU,Olin Corp
OND.MU,Oncopeptides AB
OPA.MU,Orpea SA
ORA.MU,Ordina NV
ORC.MU,Oracle Corp
ORG.MU,China Oriental Group Co Ltd
ORN.MU,Oryzon Genomics SA
OSG.MU,OSG Corp
OSK.MU,Japan Exchange Group Inc
OSW.MU,Bakrie Sumatera Plantations Tbk
PAG.MU,PREOS Global Office Real Estate & Technology AG
PAR.MU,Parker Hannifin Corp
PBB.MU,Deutsche Pfandbriefbank AG
PBE.MU,Peabody Energy Corp
PBS.MU,Precision BioSciences Inc
PBW.MU,Pitney Bowes Inc
PBY.MU,publity AG
PEG.MU,Pactiv Evergreen Inc.
PEN.MU,PBF Energy Inc
PEO.MU,Exelon Corp
PEP.MU,PepsiCo Inc
PFE.MU,Pfizer Inc
PFI.MU,Palfinger AG
PFS.MU,Perficient Inc
PFV.MU,Pfeiffer Vacuum Technology AG
PGJ.MU,Towngas Smart Energy Co Ltd
PGR.MU,Progress Software Corp
PHG.MU,Pharming Group
PHT.MU,Haulotte Group
PIT.MU,Pittler Maschinenfabrik AG
PJP.MU,X5 Retail Group NV
PKW.MU,Polyplex (Thailand) PCL
PKX.MU,POSCO Holdings Inc
PLL.MU,Prudential Financial Inc
PNC.MU,Great Elm Group Inc
PNK.MU,Pioneer Natural Resources Co
PNT.MU,Pentair PLC
PPL.MU,PannErgy Plc
PRG.MU,Procter & Gamble Co
PRP.MU,Prada SpA
PRU.MU,Prudential PLC
PRVA.MU,Provident Financial PLC
PSH.MU,Sernova Corp
PSM.MU,ProSiebenSat 1 Media SE
PSQ.MU,Somboon Advance Technology PCL
PST.MU,INNOVATE Corp.
PSX.MU,Daphne International Holdings Ltd
PTN.MU,Palatin Technologies Inc
PTOG.MU,Ptt PCL
PVH.MU,PVH Corp
PWC.MU,Pinnacle West Capital Corp
PXH.MU,Pixium Vision SA
PXI.MU,Shandong Molong Petroleum Machinery Co Ltd
PYR.MU,Pyrum Innovations AG
RDN.MU,Round One Corporation
REW.MU,Renishaw PLC
REZ.MU,Global Battery Metals Ltd
RFM.MU,Sensorion SA
RFV.MU,DONTNOD Entertainment SA
RGI.MU,Regis Corp
RHM.MU,Rheinmetall AG
RHS.MU,Seanergy Maritime Holdings Corp
RJF.MU,Raymond James Financial Inc
RJN.MU,Strike Energy Ltd
RLI.MU,Reliance Industries Ltd
ROM.MU,Rohm Co Ltd
ROP.MU,Roper Technologies Inc
ROR.MU,SunMirror AG
RPD.MU,Royalty Pharma plc
RPU.MU,Republic Services Inc
RRC.MU,Regency Centers Corp
RRZ.MU,Ramelius Resources Ltd
RTC.MU,Realtech AG
RWL.MU,Rockwell Automation Inc
RWW.MU,Mediaset Espana Comunicacion SA
RYE.MU,Royal Mail PLC
RYU.MU,Sega Sammy Holdings Inc
RZC.MU,CAICA DIGITAL Inc.
SAB.MU,Sonic Healthcare Ltd
SAP.MU,SAP SE
SAR.MU,Zozo Inc
SBH.MU,Sangui Biotech International Inc
SBS.MU,Stratec SE
SCA.MU,Svenska Cellulosa AB
SCG.MU,Sporting Clube de Portugal-Futebol
SCL.MU,Schlumberger Ltd
SCS.MU,SDC - Investimentos SGPS SA
SCY.MU,Stratasys Ltd
SCZ.MU,Sun Communities Inc
SDA.MU,Sealed Air Corp
SDRC.MU,SCOR SE
SES.MU,SES SA
SFE.MU,Synchrony Financial
SFT.MU,SoftBank Group Corp
SFY.MU,Synthetic Biologics Inc
SGE.MU,Societe Generale SA
SHG.MU,Sun Hung Kai Properties Ltd
SID.MU,State Bank of India
SIEB.MU,Siemens AG
SII.MU,Wheaton Precious Metals Corp
SJM.MU,Steven Madden Ltd
SKX.MU,Skylark Holdings Co Ltd
SLB.MU,Staatl. Mineralbrunnen AG
SLD.MU,Seek Ltd
SLT.MU,Schaltbau Holding AG
SMG.MU,MagnaChip Semiconductor Corp
SMI.MU,China Medical & HealthCare Group Ltd
SMLE.MU,Invesco Markets plc - Invesco S&P 500 UCITS ETF
SMM.MU,Sumitomo Chemical Co Ltd
SND.MU,Schneider Electric SE
SOL.MU,Solvay SA
SPB.MU,Sedlmayr Grund und Immobilien KGaA
SPD.MU,Superior Industries International Inc
SPH.MU,"Sekisui House, Ltd."
SPXB.MU,Suzano SA
SRI.MU,Sun Art Retail Group Ltd
SRJ.MU,SpartanNash Co
SRT.MU,Sartorius AG
SSU.MU,Samsung Electronics Co Ltd
STG.MU,STINAG Stuttgart Invest AG
STM.MU,Stabilus SE
SVC.MU,Service Corp International
SWI.MU,Swire Pacific Ltd
SWN.MU,Southwest Airlines Co
SXC.MU,Sunny Optical Technology (Group) Co Ltd
SYK.MU,Stryker Corp
SYM.MU,NortonLifeLock Inc
SYT.MU,Softing AG
SYV.MU,3D Systems Corp
SYY.MU,Sysco Corp
TAC.MU,Ctac NV
TAO.MU,Talon Metals Corp
TBT.MU,Tokuyama Corp
TBX.MU,Tick Trading Software Aktiengesellschaft
TCS.MU,Axon Enterprise Inc
TEO.MU,Telecom Argentina SA
TEX.MU,Castellum AB
TGI.MU,Tetra Technologies Inc
TGNA.MU,Transgene SA
TGR.MU,Yum Brands Inc
TGT.MU,11 88 0 Solutions AG
TJX.MU,TJX Companies Inc
TLK.MU,Toll Brothers Inc
TLS.MU,Telia Company AB
TMP.MU,Stamper Oil & Gas Corp
TMV.MU,TeamViewer SE
TRS.MU,TC Energy Corp
TRU.MU,Traumhaus AG
TSI.MU,Tsingtao Brewery Co Ltd
TSPA.MU,Telefonica Brasil SA
TSQ.MU,transcosmos inc
TUP.MU,Tupperware Brands Corp
TUR.MU,Turbon AG
TXG.MU,Terex Corp
TXT.MU,Textron Inc
UFMG.MU,UBS (Lux) Equity Fund - Greater China (USD)
UGI.MU,Sugi Holdings Co Ltd
UHS.MU,Universal Health Services Inc
UNH.MU,UnitedHealth Group Inc
UNP.MU,Union Pacific Corp
USE.MU,Erotik Abwicklungsges AG
USI.MU,US Silica Holdings Inc
UTG.MU,PT Unilever Indonesia Tbk
UUU.MU,3U Holding AG
UVV.MU,Universal Corp
VALU.MU,BNP Paribas Easy - Equity Value Europe
VAW.MU,VAALCO Energy Inc
VBK.MU,VERBIO Vereinigte BioEnergie AG
VFF.MU,Vereinigte Filzfabriken AG
VGR.MU,Vector Group Ltd
VHC.MU,Viohalco SA
VIA.MU,Viatris Inc.
VIR.MU,Vidrala SA
VIS.MU,Viscofan SA
VOX.MU,VOXX International Corp
VQT.MU,va-Q-tec AG
VSL.MU,Digital X Ltd
VTS.MU,Vitesco Technologies Group AG
WDC.MU,Western Digital Corp
WEA.MU,Western Alliance Bancorp
WFC.MU,West Fraser Timber Co.Ltd
WHR.MU,Whirlpool Corp
WILC.MU,Fabege AB
WMB.MU,Williams Companies Inc
WMC.MU,Alumina Ltd
WMT.MU,Walmart Inc
WPS.MU,West Pharmaceutical Services Inc
WSCI.MU,Deka-Unternehmerstrategie Europa
WTII.MU,WisdomTree Issuer ICAV - WisdomTree USD Floating Rate Treasury Bond UCITS ETF
WWR.MU,Woolworths Group Ltd
WYDE.MU,Vontobel Fund - Global Equity Income
XLF.MU,XL Fleet Corp
XPH.MU,Amphenol Corp
XSVT.MU,Xtrackers - Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF
YOU.MU,ABOUT YOU Holding SE
YPF.MU,YPF SA
ZIM.MU,Zimmer Biomet Holdings Inc
ZSB.MU,Sirona Biochem Corp
ZSL.MU,SLR Investment Corp
ZWS.MU,Telia Lietuva AB
AAU.SG,Aiful Corp
ABEC.SG,Alphabet Inc
ABG.SG,AmerisourceBergen Corporation
ABL.SG,Abbott Laboratories
ABR.SG,Barrick Gold Corp
ACCA.SG,Arch Resources Inc
ACN.SG,Aspocomp Group PLC
ACP.SG,Accor SA
ACR.SG,Accor SA
ADC.SG,AdCapital AG
ADIA.SG,Adecco Group AG
ADM.SG,Archer-Daniels Midland Co
ADP.SG,Automatic Data Processing Inc
ADV.SG,ADVA Optical Networking SE
AED.SG,Grupo Aeroportuario del Sureste SAB de CV
AEO.SG,Atmos Energy Corp
AEP.SG,American Electric Power Co Inc
AES.SG,The AES Corp
AFG.SG,American Eagle Outfitters Inc
AFL.SG,Aflac Inc
AFT.SG,Abercrombie & Fitch Co
AGE.SG,Agfa-Gevaert NV
AGR.SG,AGROB Immobilien AG
AGT.SG,AptarGroup Inc
AHT.SG,Ashland Inc
AIR.SG,Airbus SE
AJXA.SG,AFC Ajax NV
AKP.SG,Anika Therapeutics Inc
ALD.SG,Honeywell International Inc
ALE.SG,Alps Alpine Co Ltd
ALG.SG,ALBIS Leasing AG
ALK.SG,Alaska Air Group Inc
ALV.SG,Allianz SE
ALX.SG,Alexanderwerk AG
AMC.SG,Albemarle Corp
AMD.SG,Advanced Micro Devices Inc
AMG.SG,Amgen Inc
AMJ.SG,Allied Minds plc
AMK.SG,Amkor Technology Inc
AMNA.SG,Ambev SA
AMP.SG,AMP Ltd
ANW.SG,Immuron Ltd
AOA.SG,Atkore Inc
AOD.SG,Anglogold Ashanti Ltd
AOF.SG,ATOSS Software AG
AOR.SG,Solaria Energia y Medio Ambiente SA
AOS.SG,Amdocs Ltd
APA.SG,APA Corp
APE.SG,Addex Therapeutics Ltd
APGN.SG,Applegreen plc
APM.SG,ad pepper media International NV
APO.SG,CleanGo Innovations Inc
ARC.SG,Aker BP ASA
ARL.SG,Aareal Bank AG
ARW.SG,Arrow Electronics Inc
ASG.SG,Assicurazioni Generali
ASX.SG,PT Astra Agro Lestari Tbk
ATI.SG,Athabasca Oil Corp
ATY.SG,Artemis Resources Ltd
AUB.SG,Lepidico Ltd
AUD.SG,Autodesk Inc
AVA.SG,Ascopiave SpA
AVD.SG,Avid Technology Inc
AVT.SG,AviChina Industry & Technology Co Ltd
AWR.SG,"Aware, Inc."
AZO.SG,AstroNova Inc
BAC.SG,Verizon Communications Inc
BAM.SG,B-A-L Germany AG
BASA.SG,Basf SE
BBDC.SG,Bombardier Inc
BBQ.SG,Beter Bed Holding
BBVA.SG,"Banco Bilbao Vizcaya Argentaria, S.A."
BBY.SG,Bed Bath & Beyond Inc
BCO.SG,Boeing Co
BDJ.SG,Bendigo and Adelaide Bank Ltd
BGR.SG,China High Speed Transmission Equipment Group Co Ltd
BGT.SG,Bridgestone Corp
BHA.SG,Bright Horizons Family Solutions Inc
BHP.SG,BHP Group Ltd
BIO.SG,Biotest AG
BKD.SG,Bruker Corp
BKF.SG,Black Knight Inc
BKN.SG,Bank of Nova Scotia
BLD.SG,British Land Co PLC
BLE.SG,"bluebird bio, Inc."
BMI.SG,BP Prudhoe Bay Royalty Trust
BNE.SG,Burcon NutraScience Corp
BNR.SG,Brenntag SE
BOE.SG,Boer Power Holdings Ltd
BOF.SG,BOC Hong Kong Holdings Ltd
BON.SG,Boiron SA
BOSS.SG,Hugo Boss AG
BOX.SG,"Becton, Dickinson and Co"
BRD.SG,Braskem S.A.
BRYN.SG,Berkshire Hathaway Inc
BSL.SG,Basler AG
BSND.SG,Danone SA
BSPA.SG,BAE Systems PLC
BSR.SG,GoldMining Inc.
BST.SG,Bastei Luebbe AG
BSX.SG,Boston Scientific Corp
BTR.SG,Babytree Group
BUI.SG,Burlington Stores Inc
BUR.SG,PT Bumi Resources Minerals Tbk
BUY.SG,Best Buy Co Inc
BWB.SG,Baader Bank AG.
BYN.SG,Rubis SCA
BZH.SG,Active Energy Group PLC
CAL.SG,Camden Property Trust
CAR.SG,Carrefour
CASH.SG,Legal & General UCITS ETF Plc - L&G E Fund MSCI China A UCITS ETF
CBA.SG,Brilliance China Automotive Holdings Ltd
CBT.SG,Cabot Corp
CCAP.SG,Corestate Capital Holding SA
CCB.SG,Instant Group AG
CCI.SG,"CIRCOR International, Inc."
CCJ.SG,Cincinnati Financial Corp
CCV.SG,Chamberlin PLC
CDE.SG,City Developments Ltd
CDS.SG,Cadence Design Systems Inc
CEI.SG,Core Laboratories NV
CEZ.SG,CEZ a.s
CGCP.SG,China Green (Holdings) Limited
CHE.SG,China Huarong Asset Management Co Ltd
CHH.SG,CK Infrastructure Holdings Ltd
CHK.SG,China Resources Beer (Holdings) Co Ltd
CHX.SG,Ciech SA
CIA.SG,China Eastern Airlines Corp Ltd
CID.SG,Energy Company of Minas Gerais
CIH.SG,Finning International Inc
CIM.SG,China International Capital Corp Ltd
CKX.SG,CryoPort Inc
CLH.SG,Cardinal Health Inc
CLM.SG,"Clearside Biomedical, Inc."
CLRN.SG,Clariant AG
CLY.SG,Callaway Golf Co
CMC.SG,JPMorgan Chase & Co
CMF.SG,Camellia Plc
CMS.SG,Commercial Metals Co
CNO.SG,China Railway Group Ltd
CNP.SG,Ingredion Inc
CNS.SG,China Steel Corporation
COF.SG,Cofinimmo SA/NV
CPA.SG,Colgate-Palmolive Co
CPF.SG,CITIC Ltd
CPK.SG,Capcom Co Ltd
CRC.SG,Canadian Natural Resources Ltd
CRO.SG,Venn Life Sciences Holdings Plc
CSA.SG,Accenture PLC
CSB.SG,COSCO SHIPPING International (Hong Kong) Co Ltd
CSF.SG,Thales
CSH.SG,Cenit AG
CSJ.SG,CSL Ltd
CSQ.SG,Creditshelf AG
CSR.SG,CSR Ltd
CSV.SG,Corporacion Financiera Alba SA
CSX.SG,Credit Suisse Group AG
CTM.SG,China Mobile Ltd
CTO.SG,Costco Wholesale Corp
CTV.SG,Helix Energy Solutions Group Inc
CTZ.SG,Citizen Watch Co Ltd
CVG.SG,CSPC Pharmaceutical Group Ltd
CVLC.SG,Vale SA
CVNA.SG,Romande Energie Holding SA
CVS.SG,CVS Health Corp
CVU.SG,United Breweries Co Inc
CVV.SG,China Coal Energy Co Ltd
CWB.SG,Currys PLC
CWC.SG,CEWE Stiftung & Co KGaA
CWH.SG,DeA Capital S.p.A.
CWT.SG,Curtiss-Wright Corp
CXT.SG,Carmat
CYA.SG,Chiyoda Corp
CYB.SG,CyberArk Software Ltd
CYD.SG,China Yuchai International Ltd
CZR.SG,CITIC Resources Holdings Ltd
DAG.SG,Dacian Gold Ltd
DAM.SG,Data Modul AG
DAO.SG,Screen Holdings Co Ltd
DAR.SG,Datron AG
DAT.SG,DAVIDsTEA Inc.
DBD.SG,Diebold Nixdorf Inc
DBV.SG,DBV Technologies SA
DCO.SG,Deere & Co
DDI.SG,DoubleDown Interactive Co Ltd
DEX.SG,Delticom AG
DHR.SG,B&G Foods Inc
DIN.SG,Digital China Holdings Ltd
DIP.SG,KDDI Corp
DKG.SG,Deutsche Konsum REIT-AG
DLB.SG,DLB-Anlageservice AG
DLN.SG,De'Longhi SPA
DLS.SG,Delta Electronics (Thailand) PCL
DLX.SG,Delignit AG
DLY.SG,LyondellBasell Industries NV
DMB.SG,Hargreaves Lansdown PLC
DMRE.SG,DEMIRE Deutsche Mittelstand Real Estate AG
DNO.SG,Denso Corp
DOD.SG,Dominion Energy Inc
DOV.SG,Dover Corp
DPN.SG,DIC Corp
DPU.SG,Dundee Precious Metals Inc
DSX.SG,PT Dian Swastatika Sentosa Tbk
DTE.SG,Deutsche Telekom AG
DTEA.SG,Deutsche Telekom AG
DTI.SG,Dottikon ES Holding AG
DVY.SG,Adtalem Global Education Inc
EAC.SG,Eastman Chemical Co
EAD.SG,Erlebnis Akademie AG
EAI.SG,Groupe Bruxelles Lambert SA
EAR.SG,Ebara Corp
ECF.SG,Mountain Alliance AG
ECGI.SG,Merus Labs International Inc.
EDC.SG,Consolidated Edison Inc
EFG.SG,Eurobank Ergasias S.A.
EFL.SG,Leonteq AG
EFT.SG,TechTarget Inc
EFX.SG,Equifax Inc
EGN.SG,Europa Oil & Gas (Holdings) PLC
EGO.SG,EastGroup Properties Inc
EIS.SG,Eisen- und Huettenwerke AG
EIX.SG,Edison International
EMB.SG,5N Plus Inc.
EMD.SG,ENM Holdings Ltd
EMF.SG,Templeton Emerging Markets Fund
EMR.SG,Emerson Electric Co
ENV.SG,ENAV SpA
EOI.SG,Eco (Atlantic) Oil & Gas Ltd.
EOT.SG,DISH Network Corp
EQR.SG,Equity Residential
EQS.SG,EQS Group AG
ETG.SG,EnviTec Biogas AG
ETX.SG,Etablissements Maurel & Prom
ETY.SG,Entergy Corp
EUSA.SG,Kore Mining Ltd
EVI.SG,China Everbright Ltd
EVN.SG,EVN AG
EVT.SG,Evotec SE
EWC.SG,Chaowei Power Holdings Limited
EWG.SG,Wingstop Inc
EWL.SG,Edwards Lifesciences Corp
EWZ.SG,Ebix Inc
EXC.SG,Exceet Group SA
EXK.SG,Exact Sciences Corp
EZM.SG,Plastic Omnium
FAD.SG,Advaxis Inc
FAN.SG,Fabrinet
FAS.SG,Fastenal Co
FCA.SG,Funding Circle Holdings plc
FDM.SG,Fresh Del Monte Produce Inc
FDN.SG,EnerSys
FDX.SG,FedEx Corp
FET.SG,Far East Consortium International Ltd
FEX.SG,Ferrexpo PLC
FFC.SG,Oaktree Specialty Lending Corp
FLN.SG,Admiral Group PLC
FMF.SG,FormFactor Inc
FMK.SG,EcoGraf Limited
FMN.SG,Leonardo SpA
FMNB.SG,Leonardo SpA
FNA.SG,freenet AG
FNG.SG,Fritz Nols AG
FNI.SG,Fosun International Ltd
FOMC.SG,Fomento Economico Mexicano SAB de CV
FPE.SG,Fuchs Petrolub SE
FPH.SG,Francotyp-Postalia Holding AG
FRA.SG,Fraport AG
FRI.SG,Fair Isaac Corp
FSI.SG,First Shanghai Investments Ltd
FSV.SG,Colliers International Group Inc.
FTI.SG,Filtronic PLC
FTK.SG,Flatex AG
FTVA.SG,IGS Capital Group Ltd
FUD.SG,Shanghai Fudan Microelectronics Group Co Ltd
FVI.SG,Fair Value REIT-AG
FXI.SG,Flex Ltd
GAN.SG,Naturgy Energy Group SA
GBF.SG,Bilfinger SE
GCC.SG,C&C Group PLC
GDX.SG,General Dynamics Corp
GE.SG,General Electric Co
GEF.SG,Sogefi SpA
GEG.SG,The GEO Group Inc
GGG.SG,PT Gudang Garam Tbk
GGN.SG,Ceragon Networks Ltd
GGT.SG,Giga-tronics Inc
GGZ.SG,Golden Goliath Resources Ltd
GHG.SG,Global Hemp Group Inc
GIL.SG,DMG Mori Aktiengesellschaft
GIS.SG,Gilead Sciences Inc
GLO.SG,Global Payments Inc
GLV.SG,Glorious Sun Enterprises Ltd
GLW.SG,Corning Inc
GME.SG,Geratherm Medical AG
GMM.SG,Grammer AG
GOLD.SG,EUWAX Gold
GOV.SG,Insulet Corp
GPS.SG,Rare Earth Magnesium Technology Group Holdings Limited
GPT.SG,Genuine Parts Co
GRF.SG,Greiffenberger AG
GRU.SG,Geely Automobile Holdings Limited
GSG.SG,Shengli Oil & Gas Pipe Holdings Ltd
GSM.SG,Grupo Simec SAB de CV
GSR.SG,Gossan Resources Ltd
GSZ.SG,CSSC Offshore & Marine Engineering (Group) Co Ltd
GTN.SG,Getinge AB
GTR.SG,Goodyear Tire & Rubber Co
GTX.SG,Gentex Corp
GTY.SG,Gateway Real Estate AG
GUG.SG,Guangdong Investment Ltd
GWW.SG,W.W. Grainger Inc
GXG.SG,Nanoco Group PLC
GYC.SG,Grand City Properties SA
HAL.SG,Halliburton Co
HAO.SG,Hainan Meilan International Airport Co Ltd
HAS.SG,Hasbro Inc
HBI.SG,Harvard Bioscience Inc
HCG.SG,Hong Kong and China Gas Co Ltd
HCI.SG,HC Group Inc.
HCM.SG,Hitachi Construction Machinery Co Ltd
HDB.SG,Azimut Holding SPA
HDG.SG,Morella Corporation Limited
HEI.SG,HeidelbergCement AG
HGT.SG,Hawkeye Gold & Diamond Inc
HGV.SG,Hygrovest Limited
HLI.SG,Nicola Mining Inc
HMC.SG,Harmonic Inc
HOG.SG,House Of Control Group AS
HPE.SG,Hokuetsu Corp
HRB.SG,H&R Block Inc
HRT.SG,Sherritt International Corp
HSC.SG,Inmobiliaria Colonial SA
HSY.SG,The Hershey Co
HTD.SG,Corcept Therapeutics Inc
HUM.SG,Humana Inc
HUT.SG,Hurricane Energy PLC
HXL.SG,Hexcel Corporation
HYB.SG,Hoya Corp
HYI.SG,Hyrican Informationssysteme AG
IBCS.SG,iShares € Corp Bond Lg Cp ETF EUR Dist
IBG.SG,"Iberpapel Gestión, S.A."
IBM.SG,International Business Machines Corp
IDA.SG,Indra Sistemas SA
IEI.SG,Insight Enterprises Inc
IFF.SG,International Flavors & Fragrances Inc
IFS.SG,infas Holding Aktiengesellschaft
IHF.SG,Safestore Holdings PLC
IHS.SG,Jervois Global Ltd
III.SG,3i Group Plc
IMV.SG,Immersion Corp
INCO.SG,Incus Investor ASA
INFA.SG,SciDev Ltd
INO.SG,Inseego Corp
INP.SG,International Paper Co
INR.SG,International Consolidated Airlines Group SA
INTA.SG,Intracom Holdings SA
IPB.SG,"Inapa - Investimentos, Participações e Gestão, S.A."
IPG.SG,The Interpublic Group of Companies Inc
IQI.SG,Incannex Healthcare Ltd
IQQC.SG,iShares China Large Cap ETF USD Dist
ITB.SG,Imperial Brands PLC
ITP.SG,PT Indocement Tunggal Prakarsa Tbk
IUSA.SG,iShares S&amp;P 500 ETF USD Dist
IVV.SG,Power Nickel Inc
JAN.SG,Japan Asia Investment Co Ltd
JBL.SG,Jabil Inc
JBT.SG,John Bean Technologies Corp
JEM.SG,Jeronimo Martins SGPS SA
JFR.SG,JFE Holdings Inc
JMM.SG,J M AB
JNJ.SG,Johnson & Johnson
JNP.SG,Juniper Networks Inc
JPX.SG,AeroVironment Inc
KBH.SG,KB Home
KEY.SG,KeyCorp
KIO.SG,Fitzroy River Corp Ltd
KOP.SG,Korea Electric Power Corp
KTF.SG,Mondelez International Inc
KTN.SG,Kontron AG
LAB.SG,Laboratory Corp of America Holdings
LAW.SG,Lawson Inc
LAZ.SG,La-Z-Boy Inc
LCM.SG,Costamare Inc
LCR.SG,Las Vegas Sands Corp
LCW.SG,PT Lippo Cikarang Tbk
LEG.SG,LEG Immobilien SE
LEN.SG,Lenzing AG
LEO.SG,Leoni AG
LGI.SG,Legal & General Group PLC
LIN.SG,Linde PLC
LIV.SG,Autoliv Inc
LLY.SG,Eli Lilly and Co
LNN.SG,Lennar Corp
LSI.SG,CK Life Sciences International Holdings Inc
LTEC.SG,Logitech International SA
LVO.SG,LivePerson Inc
LYV.SG,Orron Energy AB
MARA.SG,Marubeni Corp
MAS.SG,Melco Resorts and Entertainment Ltd
MAV.SG,Metadvertise Société anonyme
MBB.SG,MBB SE
MBC.SG,MyBucks S.A.
MBI.SG,Mitsubishi Corp
MCHA.SG,Michelin
MCK.SG,McKesson Corp
MCX.SG,McCormick & Co Inc
MCY.SG,Mercury Systems Inc
MDD.SG,Arnoldo Mondadori Editore SpA
MED.SG,MediClin AG
MGA.SG,Magna International Inc
MGC.SG,MGIC Investment Corp
MGK.SG,Magic Software Enterprises Ltd
MIO.SG,Mincon Group PLC
MJE.SG,Mondo TV SpA
MKL.SG,Atea ASA
MKS.SG,Merko Ehitus AS
MLM.SG,Real Good Food PLC
MLP.SG,MLP SE
MMM.SG,3M Co
MMT.SG,Metropole Television SA
MOB.SG,Monster Beverage Corp
MOH.SG,LVMH Moet Hennessy Louis Vuitton SE
MOM.SG,Mahindra & Mahindra Ltd
MOR.SG,MorphoSys AG
MOS.SG,Orange Belgium SA
MOV.SG,Moncler SpA
MPW.SG,ManpowerGroup Inc
MRK.SG,Merck KGaA
MSI.SG,Mitsui Chemicals Inc
MSN.SG,Marsh & McLennan Companies Inc
MTA.SG,Wartsila Corp
MTB.SG,"Medical Transcription Billing, Corp."
MTX.SG,MTU Aero Engines AG
MUB.SG,Muehlbauer Holding AG
MUE.SG,3D Oil Ltd
MUJ.SG,Mitsubishi Materials Corp
MUX.SG,Mutares SE & Co KGaA
MVIN.SG,Microvision Inc
MWB.SG,MWB Wertpapierhandelsbank AG
MYD.SG,Myriad Genetics Inc
NAT.SG,Napatech A/S
NBO.SG,Nisshinbo Holdings Inc
NEE.SG,Nine Entertainment Co. Holdings Limited
NEM.SG,Nemetschek SE
NEN.SG,Renesas Electronics Corp
NESR.SG,Nestle SA
NEX.SG,Nippon Express Co Ltd
NFG.SG,National Fuel Gas Co
NGLD.SG,Anglo American PLC
NIB.SG,Nidec Corp
NJAN.SG,Minaean SP Construction Corp
NKE.SG,Nike Inc
NKX.SG,PT Bank CIMB Niaga Tbk
NMM.SG,Newmont Corp
NOGN.SG,Empire Metals Ltd
NOVA.SG,Novo Nordisk A/S
NOVC.SG,Novo Nordisk A/S
NRC.SG,Neuronetics Inc
NSC.SG,Nissan Chemical Corp
NTG.SG,Nabaltec AG
NTR.SG,Spectrum Pharmaceuticals Inc
NUO.SG,Nucor Corp
NUS.SG,Nu Skin Enterprises Inc
NUVA.SG,Noratis AG
NVAC.SG,Banpu PCL
NVAX.SG,Hana Microelectronics PCL
NVG.SG,NuVista Energy Ltd
NVQ.SG,Novabase SGPS
NWG.SG,New Wave Group AB
NWL.SG,Newell Brands Inc
NXEN.SG,Seelos Therapeutics Inc
NXG.SG,Next PLC
NXU.SG,Nexus AG
NYT.SG,New York Times Co
OBK.SG,Oberbank AG
OCN.SG,Omnicom Group Inc
OEW.SG,Verbund AG
OII.SG,Oceaneering International Inc
OLD.SG,Cracker Barrel Old Country Store Inc
OLN.SG,Olin Corp
OPA.SG,Orpea SA
ORA.SG,Ordina NV
ORC.SG,Oracle Corp
ORG.SG,China Oriental Group Co Ltd
ORN.SG,Oryzon Genomics S.A.
OSA.SG,Osaka Gas Co Ltd
OSK.SG,Japan Exchange Group Inc
OSW.SG,Bakrie Sumatera Plantations Tbk
PAR.SG,Parker Hannifin Corp
PBB.SG,Deutsche Pfandbriefbank AG
PBE.SG,Peabody Energy Corp
PBS.SG,Precision BioSciences Inc
PBW.SG,Pitney Bowes Inc
PBY.SG,publity AG
PCG.SG,PG&E Corp
PEN.SG,PBF Energy Inc.
PEO.SG,Exelon Corp
PEP.SG,PepsiCo Inc
PFE.SG,Pfizer Inc
PFI.SG,Palfinger AG
PFS.SG,Perficient Inc
PFV.SG,Pfeiffer Vacuum Technology AG
PGF.SG,"Protagonist Therapeutics, Inc."
PGJ.SG,Towngas Smart Energy Co Ltd
