Abk,Name
MBI.DU,Mitsubishi Corp
MCHA.DU,Michelin
MCK.DU,McKesson Corp
MCX.DU,McCormick & Co Inc
MDD.DU,Arnoldo Mondadori Editore SpA
MDV.DU,029 Group SE
MED.DU,MediClin AG
MGA.DU,Magna International Inc
MGC.DU,MGIC Investment Corp
MGM.DU,Capricorn Metals Ltd
MIO.DU,Mincon Group PLC
MKL.DU,Atea ASA
MLP.DU,MLP SE
MMM.DU,3M Co
MMT.DU,Metropole Television SA
MOB.DU,Monster Beverage Corp
MOH.DU,LVMH Moet Hennessy Louis Vuitton SE
MOR.DU,MorphoSys AG
MOS.DU,Orange Belgium SA
MOV.DU,Moncler SpA
MPLN.DU,Tellurian Inc
MPV.DU,Medibank Private Ltd
MPW.DU,ManpowerGroup Inc
MRK.DU,Merck KGaA
MSI.DU,Mitsui Chemicals Inc
MSN.DU,Marsh & McLennan Companies Inc
MTA.DU,Wartsila Corp
MTW.DU,Matsui Securities Co Ltd
MTX.DU,MTU Aero Engines AG
MTZ.DU,M&T Bank Corp
MUB.DU,Muehlbauer Holding AG
MUI.DU,Marui Group Co Ltd
MUJ.DU,Mitsubishi Materials Corp
MUX.DU,Mutares SE & Co KGaA
MVIN.DU,Microvision Inc
MWB.DU,MWB Wertpapierhandelsbank AG
MYD.DU,Myriad Genetics Inc
NBO.DU,Nisshinbo Holdings Inc
NDQ.DU,"Invesco QQQ Trust, Series 1"
NEM.DU,Nemetschek SE
NEN.DU,Renesas Electronics Corp
NESR.DU,Nestle SA
NIB.DU,Nidec Corp
NKE.DU,Nike Inc
NMI.DU,Aladdin Healthcare Technologies SE
NMM.DU,Newmont Corp
NMR.DU,Nova Ltd
NOVA.DU,Novo Nordisk A/S
NOVC.DU,Novo Nordisk A/S
NPX.DU,Nippon Sanso Holdings Corp
NSC.DU,Nissan Chemical Corp
NTG.DU,Nabaltec AG
NTR.DU,Spectrum Pharmaceuticals Inc
NUO.DU,Nucor Corp
NUS.DU,Nu Skin Enterprises Inc
NUVA.DU,Noratis AG
NVG.DU,NuVista Energy Ltd
NWL.DU,Newell Brands Inc
NXG.DU,Next PLC
NXU.DU,Nexus AG
NYT.DU,New York Times Co
OCN.DU,Omnicom Group Inc
OLD.DU,Cracker Barrel Old Country Store Inc
OLN.DU,Olin Corp
OND.DU,Oncopeptides AB
OPA.DU,Orpea SA
ORA.DU,Ordina NV
ORC.DU,Oracle Corp
ORN.DU,Oryzon Genomics SA
OSA.DU,Osaka Gas Co Ltd
OSK.DU,Japan Exchange Group Inc
PAG.DU,PREOS Global Office Real Estate & Technology AG
PAR.DU,Parker Hannifin Corp
PBB.DU,Deutsche Pfandbriefbank AG
PBE.DU,Peabody Energy Corp
PBS.DU,Precision BioSciences Inc
PBW.DU,Pitney Bowes Inc
PBY.DU,publity AG
PCG.DU,PG&E Corp
PEN.DU,PBF Energy Inc
PEO.DU,Exelon Corp
PEP.DU,PepsiCo Inc
PFE.DU,Pfizer Inc
PFI.DU,Palfinger AG
PFS.DU,Perficient Inc
PFV.DU,Pfeiffer Vacuum Technology AG
PGJ.DU,Towngas Smart Energy Co Ltd
PGR.DU,Progress Software Corp
PGZ.DU,Healius Ltd
PIM.DU,Pictet - Short-Term Money Market EUR
PKB.DU,PARK & Bellheimer AG
PKX.DU,POSCO Holdings Inc
PLL.DU,Prudential Financial Inc
PNC.DU,Great Elm Group Inc
PNF.DU,Pininfarina Spa
PNK.DU,Pioneer Natural Resources Co
PNT.DU,Pentair PLC
PPL.DU,PannErgy Plc
PRG.DU,Procter & Gamble Co
PRP.DU,Prada SpA
PRU.DU,Prudential PLC
PRVA.DU,Provident Financial PLC
PSH.DU,Sernova Corp
PSM.DU,ProSiebenSat 1 Media SE
PTN.DU,Palatin Technologies Inc
PVH.DU,PVH Corp
PWC.DU,Pinnacle West Capital Corp
PYR.DU,Pyrum Innovations AG
QCLN.DU,Helios and Matheson Analytics Inc
QPX.DU,Parex Resources Inc
REG.DU,RemeGen Co Ltd
RFM.DU,Sensorion SA
RHM.DU,Rheinmetall AG
RHO.DU,Roche Holding AG
RJF.DU,Raymond James Financial Inc
RLI.DU,Reliance Industries Ltd
RMT.DU,Regina Miracle International (Holdings) Ltd
ROM.DU,Rohm Co Ltd
ROP.DU,Roper Technologies Inc
ROR.DU,SunMirror AG
RPD.DU,Royalty Pharma PLC
RPU.DU,Republic Services Inc
RRZ.DU,Ramelius Resources Ltd
RTC.DU,Realtech AG
RWL.DU,Rockwell Automation Inc
RWW.DU,Mediaset Espana Comunicacion SA
RYE.DU,Royal Mail PLC
RYI.DU,Viracta Therapeutics Inc
SAB.DU,Sonic Healthcare Ltd
SAP.DU,SAP SE
SBS.DU,Stratec SE
SCA.DU,Svenska Cellulosa AB
SCL.DU,Schlumberger Ltd
SCM.DU,Schumag AG
SCY.DU,Stratasys Ltd
SDA.DU,Sealed Air Corp
SDRC.DU,SCOR SE
SES.DU,SES SA
SFE.DU,Synchrony Financial
SFT.DU,SoftBank Group Corp
SGE.DU,Societe Generale SA
SGU.DU,Sino-German United AG
SHG.DU,Sun Hung Kai Properties Ltd
SHM.DU,Shimano Inc
SHUA.DU,SEEC Media Group Ltd
SID.DU,State Bank of India
SIEB.DU,Siemens AG
SII.DU,Wheaton Precious Metals Corp
SJM.DU,Steven Madden Ltd
SKT.DU,Storebrand ASA
SLD.DU,Seek Ltd
SMM.DU,Sumitomo Chemical Co Ltd
SND.DU,Schneider Electric SE
SOL.DU,Solvay SA
SPB.DU,Sedlmayr Grund und Immobilien KGaA
SPC.DU,Spac One Ag
SPI.DU,Sappi Ltd
SPXB.DU,Suzano SA
SRT.DU,Sartorius AG
SSU.DU,Samsung Electronics Co Ltd
STM.DU,Stabilus SE
SVC.DU,Service Corp International
SVM.DU,Sovereign Metals Ltd
SWI.DU,Swire Pacific Ltd
SWN.DU,Southwest Airlines Co
SXC.DU,Sunny Optical Technology (Group) Co Ltd
SYK.DU,Stryker Corp
SYM.DU,NortonLifeLock Inc
SYT.DU,Softing AG
SYV.DU,3D Systems Corp
SYY.DU,Sysco Corp
TBX.DU,Tick Trading Software Aktiengesellschaft
TCS.DU,Axon Enterprise Inc
TEX.DU,Castellum AB
TGI.DU,Tetra Technologies Inc
TGR.DU,Yum Brands Inc
TGT.DU,11 88 0 Solutions AG
THM.DU,Taylor Morrison Home Corp
TJX.DU,TJX Companies Inc
TLK.DU,Toll Brothers Inc
TLS.DU,Telia Company AB
TMV.DU,TeamViewer AG
TRS.DU,TC Energy Corp
TRU.DU,Traumhaus AG
TSI.DU,Tsingtao Brewery Co Ltd
TSQ.DU,transcosmos inc
TTI.DU,Tom Tailor Holding SE
TUP.DU,Tupperware Brands Corp
TUR.DU,Turbon AG
TXT.DU,Textron Inc
TYG.DU,Tingyi (Cayman Islands) Holding Corp
UHS.DU,Universal Health Services Inc
UNH.DU,UnitedHealth Group Inc
UNP.DU,Union Pacific Corp
USE.DU,Erotik Abwicklungsges AG
USI.DU,US Silica Holdings Inc
UUU.DU,3U Holding AG
UWN.DU,DB Platinum IV SICAV - DB Platinum IV CROCI US
VAW.DU,VAALCO Energy Inc
VBK.DU,VERBIO Vereinigte BioEnergie AG
VCV.DU,Vicor Corp
VGR.DU,Vector Group Ltd
VIA.DU,Viatris Inc
VIR.DU,Vidrala SA
VIS.DU,Viscofan SA
VMC.DU,Vulcan Materials Co
VQT.DU,va-Q-tec AG
VSL.DU,Digital X Ltd
WDC.DU,Western Digital Corp
WFC.DU,West Fraser Timber Co.Ltd
WHR.DU,Whirlpool Corp
WMB.DU,Williams Companies Inc
WMC.DU,Alumina Ltd
WMT.DU,Walmart Inc
WPS.DU,West Pharmaceutical Services Inc
WWR.DU,Woolworths Group Ltd
XLF.DU,XL Fleet Corp
XPH.DU,Amphenol Corp
YOU.DU,ABOUT YOU Holding SE
YPF.DU,YPF SA
ZIM.DU,Zimmer Biomet Holdings Inc
ZOM.DU,ZoomInfo Technologies Inc
ZSB.DU,Sirona Biochem Corp
ZSL.DU,SLR Investment Corp
AAN.F,AAG Energy Holdings Limited
AAU.F,Aiful Corporation
ABEC.F,Alphabet Inc.
ABG.F,AmerisourceBergen Corporation
ABIT.F,Axa IM Etf Icav - Axa IM Act Biodiversity Equity Ucits ETF
ABL.F,Abbott Laboratories
ABR.F,Barrick Gold Corporation
ABX.F,Advanced Blockchain AG
ACCA.F,"Arch Resources, Inc."
ACP.F,Anchor Capital Investments Limited
ACR.F,Accor SA
ACT.F,AlzChem Group AG
ADC.F,AdCapital AG
ADD.F,Adler Modemärkte AG
ADIA.F,Adecco Group AG
ADM.F,Archer-Daniels-Midland Company
ADP.F,"Automatic Data Processing, Inc."
ADV.F,ADVA Optical Networking SE
ADX.F,Acanthe Développement
AED.F,"Grupo Aeroportuario del Sureste, S. A. B. de C. V."
AEI.F,Allgeier SE
AEMD.F,Amundi Index Solutions - Amundi Index MSCI Emerging Markets
AEO.F,Atmos Energy Corporation
AEP.F,"American Electric Power Company, Inc."
AES.F,The AES Corporation
AFG.F,"American Eagle Outfitters, Inc."
AFL.F,Aflac Incorporated
AFT.F,Abercrombie & Fitch Co.
AGD.F,American Science &amp; Engineering Inc.
AGE.F,Agfa-Gevaert NV
AGG.F,Perpetual Energy Inc.
AGL.F,Agree Realty Corporation
AGR.F,AGROB Immobilien AG
AGT.F,"AptarGroup, Inc."
AGX.F,Silver X Mining Corp.
AHG.F,Pure Energy Minerals Limited
AHT.F,Ashland Inc.
AIR.F,Airbus SE
AIV.F,Apartment Investment and Management Company
AJXA.F,AFC Ajax NV
AKA.F,Enento Group Oyj
AKP.F,"Anika Therapeutics, Inc."
AKU.F,Akzo Nobel N.V.
ALD.F,Honeywell International Inc.
ALE.F,"Alps Alpine Co., Ltd."
ALG.F,ALBIS Leasing AG
ALK.F,"Alaska Air Group, Inc."
ALV.F,Allianz SE
ALX.F,Alexanderwerk Aktiengesellschaft
AMC.F,Albemarle Corporation
AMD.F,"Advanced Micro Devices, Inc."
AMED.F,Amundi Index Solutions-Amundi MSCI EMU ESG Leaders Select
AMG.F,Amgen Inc.
AMH.F,AB Amber Grid
AMK.F,"Amkor Technology, Inc."
AMNA.F,Ambev S.A.
AMP.F,AMP Limited
AMR.F,CuDeco Limited
AMX.F,Alchemist Mining Inc.
ANW.F,Immuron Limited
AOA.F,Atkore Inc.
AOD.F,AngloGold Ashanti Limited
AOF.F,ATOSS Software AG
AON.F,"Aozora Bank, Ltd."
AOR.F,"Solaria Energía y Medio Ambiente, S.A."
AOS.F,Amdocs Limited
APE.F,Addex Therapeutics Ltd
APGN.F,Applegreen plc
APM.F,ad pepper media International N.V.
APO.F,CleanGo Innovations Inc.
APPH.F,Apontis Pharma AG
ARC.F,Aker BP ASA
ARL.F,Aareal Bank AG
ARW.F,"Arrow Electronics, Inc."
ASA.F,Asahi Kasei Corporation
ASG.F,Assicurazioni Generali S.p.A.
ASND.F,ASN Duurzaam Mixfonds Defensief
ASRE.F,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5 Y
ASRT.F,BNP Paribas Easy € Corp Bond SRI PAB
ASRV.F,BNP Paribas Easy SICAV - ESG Eurozone Biodiversity Leader PAB Capitalization Shs - UCITS ETF
ASX.F,PT Astra Agro Lestari Tbk
ATI.F,Athabasca Oil Corporation
ATY.F,Artemis Resources Limited
AUB.F,Lepidico Limited
AUD.F,"Autodesk, Inc."
AVA.F,Ascopiave S.p.A.
AVB.F,Asiatravel.com Holdings Ltd
AVD.F,"Avid Technology, Inc."
AVES.F,Aves One AG
AVI.F,Viking Mines Limited
AVT.F,AviChina Industry & Technology Company Limited
AVVH.F,Public Joint Stock Company Avtovaz
AWR.F,"Aware, Inc."
AXL.F,Axfood AB (publ)
AXS.F,"Abaxis, Inc."
AZO.F,"AstroNova, Inc."
BAC.F,Verizon Communications Inc.
BACA.F,Verizon Communications Inc. 6.55% BDS 15/09/43 USD2000
BAK.F,"Bankinter, S.A."
BASA.F,BASF SE
BB.F,BB Biotech AG
BBD.F,Bombardier Inc.
BBDC.F,Bombardier Inc.
BBH.F,Deutsche Balaton AG
BBQ.F,Beter Bed Holding N.V.
BBUS.F,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF
BBVA.F,"Banco Bilbao Vizcaya Argentaria, S.A."
BBY.F,Bed Bath & Beyond Inc.
BCO.F,The Boeing Company
BCV.F,CVB Financial Corp.
BCX.F,Cache Exploration Inc.
BDD.F,Conico Ltd
BDG.F,"Beijing Urban Construction Design & Development Group Co., Limited"
BDJ.F,Bendigo and Adelaide Bank Limited
BGR.F,"China High Speed Transmission Equipment Group Co., Ltd."
BGT.F,Bridgestone Corporation
BGX.F,Expat Bulgaria SOFIX UCITS ETF
BHA.F,Bright Horizons Family Solutions Inc.
BHP.F,BHP Group Limited
BIO.F,Biotest Aktiengesellschaft
BJK.F,Webis Holdings plc
BJO.F,"BIO-key International, Inc."
BKD.F,Bruker Corporation
BKF.F,"Black Knight, Inc."
BKN.F,The Bank of Nova Scotia
BLD.F,British Land Company Plc
BLE.F,"bluebird bio, Inc."
BME.F,Beijing Media Corporation Limited
BMI.F,BP Prudhoe Bay Royalty Trust
BMN.F,B&M European Value Retail S.A.
BNE.F,Burcon NutraScience Corporation
BNO.F,Harvest Natural Resources Inc.
BNR.F,Brenntag SE
BOE.F,Boer Power Holdings Limited
BOF.F,BOC Hong Kong (Holdings) Limited
BON.F,Boiron SA
BOSS.F,Hugo Boss AG
BOX.F,"Becton, Dickinson and Company"
BRD.F,Braskem S.A.
BREA.F,Bank Bradesco SA
BRF.F,Iress Limited
BRP.F,"Caleres, Inc."
BRW.F,BriQ Properties Real Estate Investment Company
BRYN.F,Berkshire Hathaway Inc.
BSL.F,Basler Aktiengesellschaft
BSND.F,Danone SA
BSPA.F,BAE Systems plc
BSR.F,GoldMining Inc.
BST.F,Bastei Lübbe AG
BSX.F,Boston Scientific Corporation
BTA.F,Begbies Traynor Group plc
BTG.F,Bertelsmann SE & Co. KGaA
BTR.F,BabyTree Group
BTT.F,Babcock-BSH AG
BUD.F,Buru Energy Limited
BUG.F,Global X Cybersecurity UCITS ETF
BUI.F,"Burlington Stores, Inc."
BUR.F,PT Bumi Resources Minerals Tbk
BUY.F,"Best Buy Co., Inc."
BUZ.F,Bunzl plc
BWB.F,Baader Bank Aktiengesellschaft
BWZ.F,BWX Limited
BYN.F,Rubis
BZH.F,Active Energy Group Plc
CAE.F,Caja de Ahorros del Mediterraneo
CAG.F,Clere AG
CAL.F,Camden Property Trust
CAMX.F,Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Agriculture TR UCITS ETF
CAR.F,Carrefour SA
CASH.F,L&GE Fund MSCI China A UCITS ETF
CBA.F,Brilliance China Automotive Holdings Limited
CBH.F,Coloplast A/S
CBT.F,Cabot Corporation
CBUS.F,iShares Core UK Gilts UCITS ETF GBP (Dist)
CBZ.F,Capral Limited
CCAP.F,CORESTATE Capital Holding S.A.
CCI.F,"CIRCOR International, Inc."
CCJ.F,Cincinnati Financial Corporation
CCLD.F,Global X China Cloud Computing UCITS ETF
CCO.F,China Chengtong Development Group Limited
CCV.F,Chamberlin plc
CDE.F,City Developments Limited
CDL.F,ChannelAdvisor Corporation
CDS.F,"Cadence Design Systems, Inc."
CDVM.F,Currie Rose Resources Inc.
CDW.F,CDW Corporation
CEI.F,Core Laboratories Inc.
CENN.F,Centrica plc
CEY.F,Huabao International Holdings Limited
CEZ.F,"CEZ, a. s."
CGCP.F,China Green (Holdings) Limited
CGG.F,Capital Industrial Financial Services Group Limited
CHE.F,"China Huarong Asset Management Co., Ltd."
CHH.F,CK Infrastructure Holdings Limited
CHK.F,China Resources Beer (Holdings) Company Limited
CHMN.F,China Sunsine Chemical Holdings Ltd.
CHN.F,"The China Fund, Inc."
CHX.F,Ciech S.A.
CHY.F,ChemoMetec A/S
CIA.F,China Eastern Airlines Corporation Limited
CID.F,Companhia Energética de Minas Gerais
CIG.F,Carel Industries SpA
CIH.F,Finning International Inc.
CIM.F,China International Capital Corporation Limited
CKX.F,"Cryoport, Inc."
CLB.F,Christina Lake Cannabis Corp.
CLH.F,"Cardinal Health, Inc."
CLM.F,Clearside Biomedical Inc
CLRN.F,Clariant AG
CLY.F,Topgolf Callaway Brands Corp.
CMA.F,"Mapfre, S.A."
CMC.F,JPMorgan Chase & Co.
CMF.F,Camellia Plc
CMG.F,Kesselrun Resources Ltd.
CMP.F,CEMATRIX Corporation
CMS.F,Commercial Metals Company
CMTX.F,Lyxor Core Euro Government Bond
CNA.F,Calgon Carbon Corporation
CNNA.F,Canon Inc.
CNO.F,China Railway Group Limited
CNP.F,Ingredion Incorporated
COE.F,Coor Service Management Holding AB
COF.F,Cofinimmo SA
COP.F,CompuGroup Medical SE & Co. KGaA
CPA.F,Colgate-Palmolive Company
CPF.F,CITIC Limited
CPI.F,ChipMOS TECHNOLOGIES INC.
CPK.F,"Capcom Co., Ltd."
CPT.F,CollPlant Biotechnologies Ltd.
CRC.F,Canadian Natural Resources Limited
CRO.F,hVIVO plc
CSA.F,Accenture plc
CSB.F,"COSCO SHIPPING International (Hong Kong) Co., Ltd."
CSF.F,Thales S.A.
CSH.F,CENIT Aktiengesellschaft
CSJ.F,CSL Limited
CSQ.F,creditshelf Aktiengesellschaft
CSR.F,CSR Limited
CSTA.F,Lyxor Index Fund - Lyxor STOXX Europe 600 Technology UCITS ETF
CSV.F,"Corporación Financiera Alba, S.A."
CTM.F,China Mobile Limited
CTO.F,Costco Wholesale Corporation
CTV.F,"Helix Energy Solutions Group, Inc."
CTZ.F,"Citizen Watch Co., Ltd."
CURE.F,VanEck Genomics and Healthcare Innovators UCITS ETF
CUZ.F,"Culp, Inc."
CVG.F,CSPC Pharmaceutical Group Limited
CVLC.F,Vale S.A.
CVNA.F,Romande Energie Holding SA
CVS.F,CVS Health Corporation
CVU.F,Compañía Cervecerías Unidas S.A.
CVV.F,China Coal Energy Company Limited
CWB.F,Currys plc
CWC.F,CEWE Stiftung & Co. KGaA
CWK.F,Crawford & Company
CWT.F,Curtiss-Wright Corporation
CXM.F,Chemed Corporation
CXT.F,Carmat SA
CYA.F,Chiyoda Corporation
CYB.F,CyberArk Software Ltd.
CYD.F,China Yuchai International Limited
CYTH.F,"Lumen Technologies, Inc."
CZR.F,CITIC Resources Holdings Limited
DAG.F,Dacian Gold Limited
DAM.F,"DATA MODUL Aktiengesellschaft, Produktion und Vertrieb von elektronischen Systemen"
DAN.F,Dancann Pharma A/S
DAO.F,"SCREEN Holdings Co., Ltd."
DAR.F,"DAR, SICAV, S.A."
DAT.F,DAVIDsTEA Inc.
DAX.F,MULTI-UNITS LUXEMBOURG - Lyxor DAX (DR) UCITS ETF - Acc
DBD.F,"Diebold Nixdorf, Incorporated"
DBI.F,Deutsche Biotech Innovativ AG
DBV.F,DBV Technologies S.A.
DCO.F,Deere & Company
DDI.F,"DoubleDown Interactive Co., Ltd."
DDL.F,"Daido Steel Co., Ltd."
DEF.F,DEFAMA Deutsche Fachmarkt AG
DEN.F,Dentsu Group Inc.
DEX.F,Delticom AG
DFEN.F,Vaneck Ucits Etfs Plc - Vaneck Defense Ucits Etf
DGEN.F,HANetf ICAV - iClima Smart Energy UCITS ETF
DGL.F,Dynagas LNG Partners LP
DHR.F,"B&G Foods, Inc."
DIGI.F,Digital Infrastructure and Connectivity UCITS ETF
DIN.F,Digital China Holdings Limited
DIP.F,KDDI Corporation
DIS.F,DVS Technology AG
DJD.F,D'Ieteren Group SA
DKG.F,Deutsche Konsum REIT-AG
DLN.F,De'Longhi S.p.A.
DLR.F,Dalradian Resources Inc.
DLS.F,Delta Electronics (Thailand) Public Company Limited
DLX.F,Delignit AG
DLY.F,LyondellBasell Industries N.V.
DMB.F,Hargreaves Lansdown plc
DMRE.F,DEMIRE Deutsche Mittelstand Real Estate AG
DNN.F,Strategic Investments A/S
DNO.F,DENSO Corporation
DNP.F,"Dai Nippon Printing Co., Ltd."
DOD.F,"Dominion Energy, Inc."
DOV.F,Dover Corporation
DPK.F,Dynasty Fine Wines Group Limited
DPN.F,DIC Corporation
DPU.F,Dundee Precious Metals Inc.
DRH.F,DroneShield Limited
DTC.F,Defence Therapeutics Inc.
DTE.F,Deutsche Telekom AG
DTEA.F,Deutsche Telekom AG
DTOX.F,Cleaner Living ESG-S UCITS ETF
DVY.F,Adtalem Global Education Inc
DWSN.F,Deutsche Invest I - Deutsche Invest I Global Emerging Markets Equities
DYN.F,"Dynagreen Environmental Protection Group Co., Ltd."
EAC.F,Eastman Chemical Company
EAD.F,Erlebnis Akademie AG
EAI.F,Groupe Bruxelles Lambert SA
EAR.F,Ebara Corporation
ECF.F,Mountain Alliance AG
EDC.F,"Consolidated Edison, Inc."
EEE.F,"The Central and Eastern Europe Fund, Inc."
EEP.F,BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe
EFT.F,"TechTarget, Inc."
EFX.F,Equifax Inc.
EGN.F,Europa Oil & Gas (Holdings) plc
EGO.F,"EastGroup Properties, Inc."
EIP.F,Elliptic Laboratories ASA
EIS.F,Eisen- und Hüttenwerke AG
EIX.F,Edison International
ELCR.F,Lyxor Index Fund - Lyxor MSCI Future Mobility ESG Filtered (DR) UCITS ETF
ELLH.F,Lyxor Index Fund - Lyxor Global Gender Equality (DR) Ucits ETF
EMB.F,5N Plus Inc.
EMC.F,InsingerGilissen Umbrella Fund N.V. - European Mid Cap Fund
EMD.F,ENM Holdings Limited
EMF.F,Templeton Emerging Markets Fund
EML.F,Emergent Metals Corp.
EMO.F,"EM Systems Co., Ltd."
EMQQ.F,EMQQ Emerging Markets Internet & Ecommerce UCITS ETF
EMR.F,Emerson Electric Co.
EMXC.F,Multi Units Luxembourg - Lyxor Msci Emerging Markets EX China Ucits ETF
ENB.F,Ensign Energy Services Inc.
ENR.F,Siemens Energy AG
ENV.F,ENAV S.p.A.
ENX.F,Euronext N.V.
EOI.F,Eco (Atlantic) Oil & Gas Ltd
EOT.F,DISH Network Corporation
EPU.F,Emperor Watch & Jewellery Limited
EQR.F,Equity Residential
EQS.F,EQS Group AG
ERO.F,tmc Content Group AG
ESGE.F,Invesco MSCI Europe ESG Universal Screened UCITS ETF
ESGU.F,Invesco MSCI USA ESG Universal Screened UCITS ETF
ESGW.F,Invesco MSCI World ESG Universal Screened UCITS ETF
ESTE.F,Multi Units Luxembourg - Lyxor MSCI Eastern Europe Ex Russia UCITS ETF
ETE.F,Ekotechnika AG
ETG.F,EnviTec Biogas AG
ETX.F,Etablissements Maurel & Prom S.A.
ETY.F,Entergy Corporation
EUNA.F,iShares Core Global Aggregate Bond UCITS ETF
EVI.F,China Everbright Limited
EVN.F,EVN AG
EVT.F,Evotec SE
EVUS.F,BNP Paribas Easy - Equity Value US
EVY.F,Everyman Media Group plc
EWC.F,Chaowei Power Holdings Ltd
EWG.F,Wingstop Inc.
EWL.F,Edwards Lifesciences Corporation
EWZ.F,"Ebix, Inc."
EXC.F,exceet Group SCA
EXK.F,Exact Sciences Corporation
EXP.F,"Essex Property Trust, Inc."
EXXY.F,iShares Diversified Commodity Swap UCITS ETF (DE)
EZM.F,Compagnie Plastic Omnium SE
FAN.F,Fabrinet
FAS.F,Fastenal Company
FCA.F,Funding Circle Holdings plc
FCF.F,First Commonwealth Financial Corporation
FCLD.F,Fidelity Cloud Computing UCITS ETF
FDD.F,Pilkington Deutschland AG
FDHT.F,Fidelity Digital Health UCITS ETF
FDM.F,Fresh Del Monte Produce Inc.
FDN.F,EnerSys
FDRV.F,Fidelity Electric Vehicles and Future Transportation UCITS ETF
FDV.F,"Star Equity Holdings, Inc."
FDX.F,FedEx Corporation
FEEM.F,Invesco Goldman Sachs Equity Factor Index Emerging Markets UCITS ETF
FET.F,Far East Consortium International Limited
FEU.F,Forbes Energy Services Ltd.
FEX.F,Ferrexpo plc
FFC.F,Oaktree Specialty Lending Corporation
FFR.F,"Forrester Research, Inc."
FIG.F,Finlay Minerals Ltd.
FIS.F,Fisker Inc
FLN.F,Admiral Group plc
FLRG.F,Franklin Euro Green Bond UCITS ETF
FLXE.F,Franklin Emerging Markets UCITS ETF
FLXI.F,Franklin FTSE India UCITS ETF
FLXP.F,Franklin STOXX Europe 600 Paris Aligned Climate UCITS ETF
FLXT.F,Franklin FTSE Taiwan UCITS ETF
FMF.F,"FormFactor, Inc."
FMK.F,EcoGraf Limited
FMN.F,Leonardo S.p.a.
FMNB.F,Leonardo S.p.a.
FNA.F,freenet AG
FNG.F,Fritz Nols AG
FNI.F,Fosun International Limited
FNRG.F,Fidelity Clean Energy UCITS ETF
FOMC.F,"Fomento Económico Mexicano, S.A.B. de C.V."
FPE.F,Fuchs Petrolub SE
FPH.F,Francotyp-Postalia Holding AG
FRA.F,Fraport AG
FRI.F,Fair Isaac Corporation
FSR.F,FirstRand Limited
FSV.F,Colliers International Group Inc.
FTGS.F,FIRST TRUST GLOBAL FUNDS PLC - First Trust Global Capital Strength ESG Leaders UCITS ETF
FTI.F,Filtronic PLC
FTK.F,flatexDEGIRO AG
FUD.F,Shanghai Fudan Microelectronics Group Co Ltd
FVD.F,First Trust Value Line Dividend Index UCITS ETF
FVI.F,Fair Value REIT-AG
FXG.F,Foxtons Group plc
FXI.F,Flex Ltd.
FXL.F,"Fuyo General Lease Co., Ltd."
GAB.F,"German American Bancorp, Inc."
GAN.F,"Naturgy Energy Group, S.A."
GBF.F,Bilfinger SE
GCC.F,C&C Group plc
GDC.F,Global Digital Creations Holdings Limited
GDX.F,General Dynamics Corporation
GEF.F,Sogefi S.p.A.
GEG.F,"The GEO Group, Inc."
GEM.F,GeNeuro SA
GENY.F,Lyxor Index Fund - Lyxor MSCI Millennials ESG Filtered (DR) UCITS ETF
GFF.F,Griffon Corporation
GFI.F,Georg Fischer AG
GGG.F,PT Gudang Garam Tbk
GGN.F,Ceragon Networks Ltd.
GGZ.F,Golden Goliath Resources Ltd.
GHC.F,Garofalo Health Care S.p.A.
GHG.F,Global Hemp Group Inc.
GIB.F,GSW Immobilien AG
GIL.F,DMG MORI AKTIENGESELLSCHAFT
GIS.F,"Gilead Sciences, Inc."
GLO.F,Global Payments Inc.
GLTR.F,Claren Energy Corp.
GLUX.F,Amundi Index Solutions - Amundi S&P Global Luxury
GLV.F,Glorious Sun Enterprises Limited
GLW.F,Corning Incorporated
GME.F,Geratherm Medical AG
GMM.F,Grammer AG
GOAI.F,Amundi Stoxx Global Artificial Intelligence
GOV.F,Insulet Corporation
GPT.F,Genuine Parts Company
GRF.F,Greiffenberger AG
GRID.F,First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF
GRU.F,Geely Automobile Holdings Limited
GRX.F,Expat Greece ASE UCITS ETF
GSG.F,Shengli Oil & Gas Pipe Holdings Limited
GSM.F,"Grupo Simec, S.A.B. de C.V."
GSP.F,Comstock Inc.
GSR.F,Gossan Resources Limited
GSZ.F,CSSC Offshore & Marine Engineering (Group) Company Limited
GTN.F,Getinge AB (publ)
GTR.F,The Goodyear Tire & Rubber Company
GTX.F,Gentex Corporation
GTY.F,Gateway Real Estate AG
GUG.F,Guangdong Investment Limited
GWW.F,"W.W. Grainger, Inc."
GXG.F,Nanoco Group plc
GYC.F,Grand City Properties S.A.
HAL.F,Halliburton Company
HAO.F,Hainan Meilan International Airport Company Limited
HAS.F,"Hasbro, Inc."
HBI.F,"Harvard Bioscience, Inc."
HBM.F,HORNBACH Baumarkt AG
HCG.F,The Hong Kong and China Gas Company Limited
HCGS.F,The Hong Kong and China Gas Company Limited
HCM.F,"Hitachi Construction Machinery Co., Ltd."
HCMA.F,"Hitachi Construction Machinery Co., Ltd."
HDB.F,Azimut Holding S.p.A.
